Views,Likes,Shares,Comments,Like_Rate,Share_Rate,Comment_Rate,engagement_rate,like_to_comment_ratio,share_to_like_ratio,Views_norm,Platform_Instagram,Platform_TikTok,Platform_Twitter,Platform_YouTube,Hashtag_#Challenge,Hashtag_#Comedy,Hashtag_#Dance,Hashtag_#Education,Hashtag_#Fashion,Hashtag_#Fitness,Hashtag_#Gaming,Hashtag_#Music,Hashtag_#Tech,Hashtag_#Viral,Content_Type_Live Stream,Content_Type_Post,Content_Type_Reel,Content_Type_Shorts,Content_Type_Tweet,Content_Type_Video,Region_Australia,Region_Brazil,Region_Canada,Region_Germany,Region_India,Region_Japan,Region_UK,Region_USA,Engagement_Level
1.0564517234506456,0.6451291723954417,0.12036240186802837,-0.38639952388497045,-0.3511251271441982,-0.49325692511556174,-0.5285203999253326,-0.45056989760235816,-0.07170521596061562,-0.13766670151471225,1.029340873148292,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0506381460261325,-0.220267935088478,0.5589529954475259,0.16709022210451116,-0.6358082460197765,-0.3560329992775746,-0.4036592810753864,-0.6502203510550071,-0.10448055264340486,-0.10099907402511747,1.1704655267764683,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
0.6722386964608328,0.5595030025702337,-0.3522469670248651,0.7970853922514138,-0.277350140282562,-0.5826261358476872,-0.18596023634285105,-0.3623723289729915,-0.10064144016930149,-0.1465082417931736,0.6585725536688127,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
-1.4512624057045094,-0.8342775342216324,-1.3082193602288683,0.8379677591476343,0.19422325059662746,-0.49461774500548417,1.7917657522700798,0.29485680378204954,-0.11959840163325186,-0.15351931429275942,-1.4649840311603615,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.1378554138060735,-0.7704690351095369,1.2868582799901904,1.5618591373117567,-0.14586274528530183,1.8621753202006412,1.4979940517929295,0.3995437836549993,-0.1215093226196746,-0.019479092301056464,-1.099066981929176,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.5635135250249749,0.4923218580971843,-0.1523737369920552,0.6158145201643987,0.33903801160408054,-0.08771826385275114,0.2325839729351929,0.29850799244433435,-0.09925671497522628,-0.14112898024402787,-0.5955597949613979,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.4842088804051266,1.7366886307783642,1.5991968229385132,0.37290453915495186,1.0575050622495872,0.9081696411122634,0.07768109681043889,1.06560839029531,-0.07545882411892184,-0.12857368153790238,-0.4919208087440293,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
0.8516320658629395,-1.6599554711323354,0.6802073536567731,1.2512793723317222,-1.1104480757954251,-0.2693210074906646,-0.11572641270215199,-0.9990296662364808,-0.13065055742680348,1.795304626195412,0.8263058238632501,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.9844913177223438,0.9270865055365053,-0.12514493000362276,0.027052337556051152,-0.2380918780597957,-0.5581092581232238,-0.4267496523004272,-0.3545216150924361,-0.0801852598040099,-0.1463582969819226,1.1018693106675528,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.3826773290482666,1.5261979315669338,0.6700396345914724,-1.1119738811322992,-0.1590074523972283,-0.39082706047695,-0.7042111069870587,-0.2917272221228975,0.04460398719356718,-0.13969179357466577,1.365353342996573,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
