Views,Likes,Shares,Comments,Like_Rate,Share_Rate,Comment_Rate,engagement_rate,like_to_comment_ratio,share_to_like_ratio,Views_norm,Platform_Instagram,Platform_TikTok,Platform_Twitter,Platform_YouTube,Hashtag_#Challenge,Hashtag_#Comedy,Hashtag_#Dance,Hashtag_#Education,Hashtag_#Fashion,Hashtag_#Fitness,Hashtag_#Gaming,Hashtag_#Music,Hashtag_#Tech,Hashtag_#Viral,Content_Type_Live Stream,Content_Type_Post,Content_Type_Reel,Content_Type_Shorts,Content_Type_Tweet,Content_Type_Video,Region_Australia,Region_Brazil,Region_Canada,Region_Germany,Region_India,Region_Japan,Region_UK,Region_USA,Engagement_Level
0.828560026118999,0.6786529497509171,0.5313560424820571,0.3867533766883442,0.134207139486865,0.05790284980777325,0.013823446431467204,0.14768926049738618,0.0015664862198793736,0.0009498314567680898,0.7911675895960598,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.8270170035995656,0.4299884668983966,0.658732144823375,0.5446923461730866,0.085162474055798,0.07191344927495746,0.019517844804676977,0.10959825771135008,0.000704698211179021,0.0018576236992448618,0.82729932218411,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
0.7265833412630964,0.654048999663618,0.39410015915756597,0.7244622311155579,0.14691695369046617,0.048778229530224156,0.029446196381151778,0.16451633889507986,0.0008056430504725124,0.0007309386015210262,0.6962408604446159,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.16296996151057064,0.2535580419356389,0.11646530064764116,0.736128064032016,0.22815871917769856,0.05776390973366991,0.11964208566952504,0.2899080737692197,0.0003071925775104506,0.0005573632255747004,0.15255287478056187,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.24615351802571867,0.27189287030066156,0.8701314301158146,0.9426913456728364,0.16956935163212855,0.2983931109607608,0.10624437540791405,0.30988114156366864,0.0002569472113800785,0.003875840095627496,0.2462375473896703,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.39859364284565835,0.6347450703999744,0.45214762614988835,0.6727363681840921,0.2531071303484873,0.09930845540252628,0.04853426387871682,0.2906046784355368,0.0008420527319091616,0.0008641147091367643,0.3751490208138206,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.4196424469826978,0.9923032564993833,0.9608412328204923,0.6034217108554277,0.3768832652360455,0.2009888764039745,0.04146978540907916,0.4369585829040829,0.0014677896136020456,0.001174950275758403,0.40168340753811815,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
0.7741973986002054,0.01630652421150427,0.6939470075374621,0.8540670335167584,0.003392428316699406,0.08076676678871607,0.03264927012234203,0.043049465226268124,1.65894503678269e-05,0.048805024071104,0.7391851193602285,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.8094605081392182,0.7596709862403691,0.4600554549003513,0.5047323661830916,0.1536802923236999,0.05128140929195853,0.018464788628729224,0.16601416451543352,0.0013435136790258735,0.0007346508334207291,0.8097368334673647,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.9151458611558642,0.9318205481426901,0.6909940841433018,0.17970985492746375,0.1673048065300512,0.06836096633640132,0.005810921109772167,0.17799461012016854,0.004624696652616196,0.0008996956015686017,0.8771958801511295,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
