PC1,PC2,PC3,PC4,PC5,PC6
-1.5207993754979758,0.907913814950512,0.25098640787473087,0.4220423537243327,-0.18210536314397235,0.10640894325312508
-1.7768541558958217,-0.022378986929579795,0.2393528893423291,0.811992806568877,0.17443816056999742,-0.19290524264276077
-1.0403473023029088,0.48436580758208225,-0.8010660038236124,0.6889258568444452,0.1705798568167105,0.2069555446989846
1.799678997648021,-1.2919603661889976,-2.13155370398781,-1.0115621214274657,0.46230113734520434,-0.02004914357969579
2.2615628128039256,-2.250235560396315,0.3181001817370041,1.3028111930376332,0.8570182790763973,-0.4851855546509399
0.9333015394742812,0.14943155926310128,-0.5517017836089987,0.15483898258913725,0.04859205895442844,0.20083379548009983
1.9495677638271247,1.0390402090446447,1.0498764422090363,1.61531926742021,-0.23223020639943331,0.1366633062182321
-1.9599276311822036,-2.3355378032327248,0.21150988760241185,0.7096777962642702,0.32071666829643525,1.1958856265689901
-1.3587791313580806,1.0987503499085816,-0.1890505336225096,0.6531838691251256,-0.0821380955590694,0.28962505621241014
-1.6256290736842562,1.8665902117611282,0.9898347780080611,0.7679452036301926,-0.4548893170969298,0.10403420269534158
-1.6216714770935763,-0.4405299685745084,-1.2477435179456535,1.0211757587598846,0.7174834710538506,0.2841707220840155
1.6765135895285486,0.1693505244748174,-0.40599207895256845,-0.00666867376130487,-0.07255974934633794,0.14645752280380317
0.3736641790081707,0.8828390240479873,0.38070389525285925,-0.16324679715450133,-0.43945403031122654,-0.003874442077221124
-1.1585394084665528,-0.7177974351710132,-0.3231547730918614,-0.3118088696778481,0.13391856551462086,-0.39429395884533736
-0.21785940941913076,-2.356919565455556,-0.5095171120355065,-0.03813007586798201,0.5723458052892234,-0.23205981651813914
-1.4186303453191216,-0.2664988101896048,0.15042687919428943,-0.2824702475449073,-0.07499055275625299,-0.4021554533029658
-0.21887830988562795,-0.1654036107443858,0.4068745358032343,1.3879661787224675,0.2639891098459207,0.004930732165463338
-2.2341856998373535,-0.8726640374824883,1.3912538241138313,-0.6229846343311539,-0.39121905042845967,-0.6501917897101714
3.7121743951762967,0.7819254617783608,-0.14705066852246068,-1.602285668806762,-0.8568541485659206,0.0019131410783708655
-1.2671891067905188,1.3440569115551393,0.18073331402641296,1.3340672682357162,-0.014824739591603457,0.420805274942768
-2.5357773480528847,0.3765573427292316,0.38740181894105014,0.23536245494460278,-0.12598517578030535,-0.19465394989418067
-2.285695581674881,0.5274298487212173,-0.5558837680160923,-0.37767931511548125,-0.08678607693485269,-0.04885544664026308
1.402710964506257,-0.11192156161156983,-1.5836505821053541,0.6501922568398774,0.4361662544686,0.40197683561039305
0.24801268118560785,-1.0703270236552571,1.9421712691386235,-1.1639669745399421,-0.4421800791487466,-1.1329700443346593
-2.432403197997823,1.5486787216204059,-0.5327871415557137,-1.019993128394763,-0.4522265996613752,0.11161142625153991
1.6074009973678736,-1.1714375105335157,1.5957686787575038,-0.05381590155503616,-0.15243729472838163,-0.8830475255273789
0.093988396412552,-2.0019691663177857,0.3478122144872014,1.111585160943406,0.6959960519979403,-0.5202714646677523
-2.995992277331606,-0.9961051746344383,-1.9292868599974304,0.19451792458969105,0.7622658849386058,0.13853023706372766
-1.3596013450052653,-1.777659176456529,1.3028267154731121,-0.4644060488956914,-0.2640871526161618,-0.062268685918579834
4.597631991716888,1.315185303886199,3.266658845005945,-0.039958960857764736,-0.8016130247781776,-0.32178616168318486
-0.16276886706872903,-0.3158701165481096,-1.1929309051013715,-1.7329005756447498,-0.18864465527421964,-0.2525169125432938
-0.11562299513572202,-2.0797642631691393,-2.0052513682166797,-1.450057219412931,0.5392464568636639,-0.4186887676042123
-1.0867995162518926,1.0100421074233312,0.3588778639687527,2.4999276934109305,0.36051220709470416,0.5084623606888454
-1.9107578151451245,0.5463046314314992,1.1711721630704555,0.7689595820635335,-0.18811806657320057,-0.26487759960747415
-1.509880314093918,0.6569982446442617,-0.9026108653931412,1.3366557403439485,0.39422083100105104,0.5207442069524962
3.6146943481716765,2.1823476272710094,-0.4887796438806135,-1.2662341610373482,-1.0670446482536016,0.603289361596511
-1.907634795090063,-1.3161604059056031,1.1775345843563922,0.674237518454059,0.1575715900048948,-0.4728341273581666
-1.8889152653284815,-0.2815577175190143,-1.5358829253735395,0.2729970980866516,0.4524103251967234,0.12234147455330033
-1.2048406310882305,1.0425824071119603,-0.32287789378167986,0.5317592061419142,-0.10153278633682292,0.26191461021146095
1.886132354485697,0.25333731747904614,0.327571105771774,0.240860392023599,-0.22041364647341707,-0.1294370323653211
-0.5814296074835142,-1.3358802054115553,-1.2850608783046356,-0.7194993532516103,0.3793801458337313,-0.4013117828494669
-1.741312710124609,0.3186390127647457,0.4715433266151177,1.9554851098625425,0.3804913276638053,0.15652324396129436
0.21110142675092994,0.9763948667410143,-1.5348190266199888,0.47552045280398486,0.12826167632819319,0.612637359439835
0.6116256662725715,-0.5648662900540858,0.3054943169669139,0.23156250279697943,0.02836463023572356,-0.3836732075594758
