Views,Likes,Comments,Like_Rate,Comment_Rate,Total_Engagement_wo_Shares,Engagement_Rate_wo_Shares,Views_Norm,Platform_TikTok,Platform_Twitter,Platform_YouTube,Hashtag_#Comedy,Hashtag_#Dance,Hashtag_#Education,Hashtag_#Fashion,Hashtag_#Fitness,Hashtag_#Gaming,Hashtag_#Music,Hashtag_#Tech,Hashtag_#Viral,Content_Type_Post,Content_Type_Reel,Content_Type_Shorts,Content_Type_Tweet,Content_Type_Video,Region_Brazil,Region_Canada,Region_Germany,Region_India,Region_Japan,Region_UK,Region_USA
0.1580270510512837,0.11616396226112864,0.87855927963982,0.07103264400098039,0.06770950570406147,0.1859045851095833,0.0972890401625269,0.15280015287483684,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.059695942987897994,0.33975396049912704,0.2015807903951976,0.5049618952993097,0.037940115211378835,0.32868206531708355,0.4185668579942576,0.05998449337217472,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.9505879110747428,0.8486160278075895,0.36730365182591296,0.08954321525720801,0.004902196950033262,0.8100562040957084,0.07298183571167682,0.9509211560804712,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9783930928266416,0.7248674494225441,0.5518759379689845,0.07431869049803712,0.007164967693716704,0.7136067474264247,0.06246227553007801,0.9787277327737516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.6771504520546121,0.8491346169248266,0.3165982991495748,0.12538669363079705,0.005915338948656699,0.8058830866761074,0.10166485322047711,0.6543601780198799,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.7275977050869711,0.5399834211664452,0.05028514257128564,0.07425687521622387,0.0008633310450985498,0.49824820785243124,0.058521302787831964,0.7279197630316404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7828915274712903,0.8844487337615532,0.08644322161080539,0.1131330802570569,0.0013882628529561741,0.8171367461790754,0.08927667443762338,0.7565431875907248,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.9016107887865762,0.5082854122282914,0.8373786893446724,0.056503676749976,0.011799030315517548,0.5413624723932232,0.05137973034676821,0.8717891363769265,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.21639307749386588,0.8300529401399991,0.6381590795397699,0.3738764655565723,0.036421181867719817,0.8178796527966307,0.3150188929846788,0.21668948912210953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.08596038252854418,0.2798098640055103,0.1403901950975488,0.30050622959629386,0.019090552053821826,0.2681562708655871,0.24688158654800685,0.08306297592009483,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.9640091334923907,0.36447003796312616,0.9628014007003503,0.037893776456821945,0.012696768977963858,0.4211069858902773,0.03736700640631829,0.9315663940086114,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2750016038890375,0.4563143731278733,0.20188094047023514,0.1631310603482928,0.009137012144027037,0.4354936935482687,0.13320006093332248,0.27530095581306885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.1484600042528278,0.9840638965865224,0.17178589294647326,0.634932915194261,0.014053457108059834,0.9162203112503577,0.5055492022316507,0.14345955709406827,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.8067563876141838,0.6527335052619776,0.9542171085542772,0.08103670058748176,0.015014128112880816,0.6844059315131816,0.07256943728612979,0.7796050225756518,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.5376244123612838,0.45990044690768717,0.12674337168584293,0.08528964302399862,0.002968044919969506,0.43189105503745717,0.06845752263972373,0.5379369396504882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.42474794732465254,0.8867052972176392,0.24084042021010507,0.20728693876848314,0.0071273386485338945,0.833357791164364,0.16652254930167473,0.41069899648648067,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.8029163342884038,0.34636146662608724,0.46631315657828915,0.04318749892757277,0.007364618172281108,0.35900366133730527,0.038217047768891226,0.7758941826376758,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9117598758206565,0.09558057953835557,0.647383691845923,0.01046647517555926,0.009017744304285943,0.14585549824270483,0.013625174349850082,0.881075263899505,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
